time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-11-25T20:48:03.230Z,33.4398333,-116.374,8.47,1.19,ml,45,48,0.09388,0.24,ci,ci37749680,2016-11-28T14:29:45.180Z,"20km N of Borrego Springs, CA",earthquake,0.31,0.96,0.165,27,reviewed,ci,ci
2016-11-25T20:37:31.000Z,39.2684,73.9919,10,4.2,mb,,89,1.709,1.07,us,us10007cd6,2016-11-26T17:16:24.040Z,"47km NE of Karakul, Tajikistan",earthquake,7.1,1.9,0.186,8,reviewed,us,us
2016-11-25T20:35:10.010Z,36.0118333,-121.0256667,-0.6,1.14,md,14,117,0.1362,0.04,nc,nc72729465,2016-11-28T20:34:02.053Z,"24km SSE of King City, California",earthquake,0.41,0.47,0.352,6,reviewed,nc,nc
2016-11-25T20:25:37.650Z,38.838,-122.7845,1.13,1.12,md,31,81,0.004582,0.04,nc,nc72729460,2016-11-26T05:05:03.201Z,"5km WNW of Cobb, California",earthquake,0.16,0.25,0.065,7,reviewed,nc,nc
2016-11-25T20:25:16.130Z,38.8375,-122.7836667,1.66,1.93,md,51,52,0.005293,0.06,nc,nc72729455,2016-11-28T19:27:03.038Z,"5km WNW of Cobb, California",earthquake,0.11,0.15,0.296,18,reviewed,nc,nc
2016-11-25T20:14:03.250Z,38.6683333,-122.7571667,4.95,1.13,md,27,134,0.04234,0.11,nc,nc72729450,2016-11-26T08:07:02.700Z,"11km ENE of Healdsburg, California",earthquake,0.41,0.61,0.294,11,reviewed,nc,nc
2016-11-25T20:01:40.033Z,61.1203,-150.2624,38.7,1.6,ml,,,,0.34,ak,ak14425024,2016-11-25T20:14:04.636Z,"22km WSW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2016-11-25T19:46:19.510Z,39.2373,74.3071,10,4.7,mb,,53,1.955,1.25,us,us10007ccw,2016-11-26T17:12:56.040Z,"69km ENE of Karakul, Tajikistan",earthquake,6.2,1.9,0.061,81,reviewed,us,us
2016-11-25T19:30:24.129Z,64.9939,-147.2726,4,1.4,ml,,,,0.59,ak,ak14424196,2016-11-25T19:43:10.891Z,"24km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-25T19:06:18.820Z,38.8173332,-122.7624969,1.62,1.19,md,14,67,0.01434,0.03,nc,nc72729435,2016-11-25T19:25:02.253Z,"3km W of Cobb, California",earthquake,0.28,0.49,0.12,6,automatic,nc,nc
2016-11-25T19:03:14.830Z,19.388,-155.2448,2.776,2.7,ml,,54,0.007,0.37,us,us10007cck,2016-11-26T17:10:10.040Z,"4km S of Volcano, Hawaii",earthquake,1.3,2.4,0.148,18,reviewed,hv,hv
2016-11-25T19:03:14.830Z,19.388,-155.2448333,2.776,2.66,ml,34,54,0.006597,0.06,hv,hv61495226,2016-11-25T20:40:52.260Z,"4km S of Volcano, Hawaii",earthquake,0.22,0.18,0.148,18,reviewed,hv,hv
2016-11-25T18:53:57.570Z,36.279,-97.5119,2.77,2.6,mb_lg,,25,0.208,0.23,us,us10007cci,2016-11-26T17:02:41.254Z,"20km W of Perry, Oklahoma",earthquake,0.8,3.3,0.079,42,reviewed,us,us
2016-11-25T18:52:49.900Z,32.8911667,-116.2718333,6.34,1.3,ml,27,87,0.1266,0.28,ci,ci37749648,2016-11-28T14:31:55.690Z,"25km ENE of Pine Valley, CA",earthquake,0.4,1.57,0.203,27,reviewed,ci,ci
2016-11-25T18:37:35.460Z,39.2016,73.8806,10,4.4,mb,,88,1.634,1.23,us,us10007cce,2016-11-26T16:18:12.040Z,"35km NE of Karakul, Tajikistan",earthquake,4.3,1.9,0.139,15,reviewed,us,us
2016-11-25T17:55:07.625Z,63.3833,-151.153,1.6,1.7,ml,,,,0.57,ak,ak14423272,2016-11-25T18:07:46.771Z,"110km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T17:52:09.340Z,33.2475,-115.6368333,3.31,1.39,ml,28,48,0.05775,0.22,ci,ci37749560,2016-11-28T21:37:35.975Z,"11km W of Niland, CA",earthquake,0.27,0.38,0.204,14,reviewed,ci,ci
2016-11-25T17:30:23.250Z,33.2885,-116.841,11.87,1.38,ml,44,54,0.06742,0.16,ci,ci37749552,2016-11-28T14:32:28.910Z,"8km SSE of Palomar Observatory, CA",earthquake,0.2,0.6,0.209,26,reviewed,ci,ci
2016-11-25T17:24:50.380Z,19.3908333,-155.2776667,2.663,2.82,ml,40,42,0.005737,0.09,hv,hv61495176,2016-11-26T15:40:11.040Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.243,25,reviewed,hv,hv
2016-11-25T17:24:23.060Z,19.3925,-155.2803333,2.483,1.22,md,18,60,0.006078,0.05,hv,hv61495171,2016-11-25T20:09:58.440Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.27,0.034,2,reviewed,hv,hv
2016-11-25T17:19:11.920Z,32.5248333,-115.6378333,2.85,1.89,ml,15,156,0.1449,0.16,ci,ci37749544,2016-11-28T14:32:46.242Z,"8km SW of Progreso, B.C., MX",earthquake,0.39,1.02,0.211,28,reviewed,ci,ci
2016-11-25T17:12:30.905Z,60.8559,-145.7005,18.9,2.6,ml,,,,0.56,ak,ak14422431,2016-11-25T17:25:00.259Z,"35km N of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-25T17:12:08.680Z,16.8001,-101.6591,15.11,4.1,mb,,237,2.86,0.68,us,us10007cbz,2016-11-26T15:31:26.504Z,"89km SSW of Petatlan, Mexico",earthquake,13.5,6.9,0.063,68,reviewed,us,us
2016-11-25T16:59:25.913Z,39.3822,-119.7973,7,1.1,ml,14,83.3,0.027,0.1226,nn,nn00567639,2016-11-25T18:43:15.577Z,"15km WNW of Virginia City, Nevada",earthquake,,1.3,0.15,7,reviewed,nn,nn
2016-11-25T16:51:31.887Z,64.2345,-150.19,15,2.2,ml,,,,0.95,ak,ak14422408,2016-11-25T17:02:55.493Z,"64km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T16:39:49.900Z,34.328,-118.3345,6.49,2.6,ml,127,14,0.07241,0.19,ci,ci37749536,2016-11-28T20:33:32.460Z,"7km NNE of Lake View Terrace, CA",earthquake,0.1,0.4,0.169,179,reviewed,ci,ci
2016-11-25T16:34:29.271Z,61.4999,-151.3317,17.8,1.2,ml,,,,0.49,ak,ak14421577,2016-11-25T16:42:03.041Z,"73km W of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-11-25T16:15:15.712Z,62.8952,-150.0033,0,1.5,ml,,,,0.67,ak,ak14421567,2016-11-25T16:27:23.170Z,"63km N of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T16:12:07.430Z,39.4205,74.2299,10,4.4,mb,,91,1.878,1.38,us,us10007cbg,2016-11-25T17:21:31.040Z,"74km NE of Karakul, Tajikistan",earthquake,6.5,1.9,0.161,11,reviewed,us,us
2016-11-25T16:08:31.770Z,12.852,-89.4877,64.93,4.5,mb,,165,0.866,0.91,us,us10007cbc,2016-11-26T21:22:37.331Z,"72km SSW of La Libertad, El Salvador",earthquake,10.5,11.5,0.096,32,reviewed,us,us
2016-11-25T15:45:38.960Z,40.4533333,-111.9951667,10.29,3.19,ml,65,32,0.03183,0.19,uu,uu60171887,2016-11-29T13:02:35.293Z,"6km SW of Bluffdale, Utah",earthquake,0.29,0.35,0.245,22,reviewed,uu,uu
2016-11-25T15:28:13.669Z,64.2883,-150.3922,17.7,1.8,ml,,,,0.55,ak,ak14420718,2016-11-25T15:39:36.221Z,"69km WSW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T15:26:54.530Z,36.115,-117.8783333,2.61,2.55,ml,30,56,0.01918,0.13,ci,ci37749504,2016-11-28T19:59:46.090Z,"10km NE of Coso Junction, CA",earthquake,0.16,0.28,0.156,68,reviewed,ci,ci
2016-11-25T15:26:46.680Z,39.2199,73.9792,10,4.8,mb,,127,2.58,1.15,us,us10007caz,2016-11-25T16:00:40.040Z,"43km NE of Karakul, Tajikistan",earthquake,6.7,1.8,0.127,19,reviewed,us,us
2016-11-25T15:25:46.210Z,-18.874,-175.4941,168.29,4.7,mb,,83,5.271,1.26,us,us10007cb1,2016-11-25T15:41:30.040Z,"157km NW of Pangai, Tonga",earthquake,9.2,7.3,0.058,90,reviewed,us,us
2016-11-25T15:19:35.750Z,36.8169,-97.7529,6.06,4.3,mb_lg,,36,0.092,0.22,us,us10007cas,2016-11-28T19:37:31.141Z,"2km WNW of Medford, Oklahoma",earthquake,1,7.1,0.05,106,reviewed,us,us
2016-11-25T15:17:41.309Z,63.0695,-148.9079,12.2,2.2,ml,,,,0.54,ak,ak14420712,2016-11-25T15:31:40.057Z,"35km S of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T15:10:34.993Z,61.497,-150.7972,57.3,2.2,ml,,,,0.45,ak,ak14420709,2016-11-25T15:23:43.687Z,"44km W of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-11-25T15:08:40.980Z,14.777,-90.9995,190.01,4.7,mb,,101,0.718,1.07,us,us10007cam,2016-11-25T23:28:05.322Z,"1km NNW of Tecpan Guatemala, Guatemala",earthquake,8,7.8,0.092,36,reviewed,us,us
2016-11-25T14:51:56.560Z,36.1133333,-117.8761667,2.72,2.43,ml,28,56,0.01777,0.12,ci,ci37749368,2016-11-28T19:59:37.043Z,"10km NE of Coso Junction, CA",earthquake,0.16,0.33,0.175,63,reviewed,ci,ci
2016-11-25T14:44:27.950Z,38.8018341,-122.8123322,5.39,1.05,md,9,179,0.01465,0.06,nc,nc72729330,2016-11-25T15:00:02.587Z,"5km WNW of The Geysers, California",earthquake,0.78,0.92,0.12,4,automatic,nc,nc
2016-11-25T14:24:29.800Z,39.2378,74.0472,12.57,6.6,mww,,24,1.755,0.82,us,us10007ca5,2016-11-29T08:53:17.875Z,"49km ENE of Karakul, Tajikistan",earthquake,8.6,3,,,reviewed,us,us
2016-11-25T14:24:14.478Z,60.1146,-152.4544,88.5,2,ml,,,,0.72,ak,ak14419842,2016-11-25T14:40:25.316Z,"44km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T14:22:00.140Z,-41.6057,174.6037,10,4.3,mb,,145,0.306,1.4,us,us10007ca3,2016-11-26T07:39:03.618Z,"34km SSW of Brooklyn, New Zealand",earthquake,5,2,0.238,5,reviewed,us,us
2016-11-25T14:19:00.010Z,39.1317,73.8584,10,5.2,mb,,96,1.631,1.29,us,us10007ca2,2016-11-26T16:12:12.000Z,"29km ENE of Karakul, Tajikistan",earthquake,6.2,1.6,0.113,26,reviewed,us,us
2016-11-25T14:15:35.540Z,60.9128,-150.5675,30.7,2,ml,,,,0.61,ak,ak14419839,2016-11-25T14:31:56.356Z,"43km NNE of Sterling, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T13:54:23.641Z,61.0095,-151.9767,99.3,2.3,ml,,,,0.5,ak,ak14419832,2016-11-25T14:15:32.223Z,"51km NW of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T13:47:01.309Z,61.7435,-148.2094,13.8,1,ml,,,,0.16,ak,ak14419829,2016-11-25T13:59:07.606Z,"34km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-25T13:40:03.350Z,32.5245,-115.6361667,3.99,1.82,ml,22,140,0.1459,0.15,ci,ci37749328,2016-11-28T19:45:26.742Z,"8km SW of Progreso, B.C., MX",earthquake,0.25,0.89,0.229,30,reviewed,ci,ci
2016-11-25T13:21:04.000Z,18.6979,-66.361,88,2.6,Md,6,252,0.50934477,0.15,pr,pr16330005,2016-11-25T15:31:16.790Z,"25km N of Brenas, Puerto Rico",earthquake,2.9,1.9,0,4,reviewed,pr,pr
2016-11-25T13:17:33.890Z,36.1135,-117.8755,2.63,2.02,ml,29,57,0.0172,0.12,ci,ci37749320,2016-11-28T19:41:51.485Z,"10km NE of Coso Junction, CA",earthquake,0.14,0.2,0.185,36,reviewed,ci,ci
2016-11-25T13:13:56.380Z,34.4031667,-119.8013333,8.59,2.22,ml,33,51,0.03558,0.22,ci,ci37749312,2016-11-28T19:54:22.727Z,"4km SSE of Goleta, CA",earthquake,0.34,0.6,0.128,53,reviewed,ci,ci
2016-11-25T13:05:28.404Z,36.4607,-113.5058,8.1,1.5,ml,9,191.99,0.59,0.1966,nn,nn00567632,2016-11-25T15:36:13.683Z,"60km SE of Littlefield, Arizona",earthquake,,5.4,0.38,5,reviewed,nn,nn
2016-11-25T13:04:35.523Z,61.7582,-148.2251,3.9,1.9,ml,,,,0.76,ak,ak14419007,2016-11-25T13:22:41.708Z,"33km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T12:53:15.006Z,60.327,-152.464,125.1,2.2,ml,,,,0.46,ak,ak14419004,2016-11-25T12:59:35.241Z,"23km SE of Redoubt Volcano, Alaska",earthquake,,1.7,,,automatic,ak,ak
2016-11-25T12:48:03.110Z,36.8062,-97.6145,7.67,2.5,mb_lg,,55,0.201,0.29,us,us10007c9c,2016-11-26T11:21:36.192Z,"10km E of Medford, Oklahoma",earthquake,0.7,6.6,0.111,21,reviewed,us,us
2016-11-25T12:47:17.760Z,32.3633,141.3213,16.22,4.7,mb,,127,1.475,0.53,us,us10007c9f,2016-11-25T19:47:03.632Z,"163km ESE of Hachijo-jima, Japan",earthquake,10.8,5.4,0.054,104,reviewed,us,us
2016-11-25T12:36:51.542Z,59.9186,-152.4619,97.8,1.8,ml,,,,0.34,ak,ak14419003,2016-11-25T12:51:08.160Z,"38km WNW of Anchor Point, Alaska",earthquake,,2.8,,,automatic,ak,ak
2016-11-25T12:32:07.052Z,60.712,-145.5667,19.8,2,ml,,,,0.44,ak,ak14419002,2016-11-26T04:01:57.671Z,"21km NNE of Cordova, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2016-11-25T12:32:03.120Z,62.6739,-148.7739,65,1.6,ml,,,,0.25,ak,ak14418992,2016-11-25T12:43:11.291Z,"79km NE of Y, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T12:31:07.240Z,59.3149,-153.7868,219,3.7,ml,,,,1,ak,ak14418993,2016-11-25T12:43:11.520Z,"80km SE of Old Iliamna, Alaska",earthquake,,2.5,,,automatic,ak,ak
2016-11-25T12:06:01.080Z,44.5666667,-114.3056667,-2.8,1.53,ml,9,111,0.265,0.12,mb,mb80190959,2016-11-28T22:40:42.320Z,"9km NW of Challis, Idaho",earthquake,0.4,3.39,0.183,5,reviewed,mb,mb
2016-11-25T11:54:22.494Z,59.2882,-136.6921,4.8,2,ml,,,,0.79,ak,ak14418989,2016-11-25T12:14:32.022Z,"71km W of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-25T11:22:40.303Z,61.8315,-150.2294,16.8,1.3,ml,,,,0.2,ak,ak14418979,2016-11-25T11:35:33.172Z,"13km NW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T11:19:51.301Z,60.7708,-144.7552,22.8,1.8,ml,,,,0.43,ak,ak14418169,2016-11-25T11:28:08.010Z,"60km ENE of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T11:01:44.910Z,-31.9734,-178.7002,10,5,mb,,73,2.799,0.84,us,us10007c8x,2016-11-25T11:21:26.040Z,"62km SSE of L'Esperance Rock, New Zealand",earthquake,10,1.9,0.071,63,reviewed,us,us
2016-11-25T10:15:16.239Z,62.5196,-151.2016,92.2,1.5,ml,,,,0.55,ak,ak14418164,2016-11-25T10:35:11.503Z,"60km WNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2016-11-25T10:01:13.157Z,61.5769,-146.3971,26.6,1.7,ml,,,,0.78,ak,ak14418157,2016-11-25T10:19:50.821Z,"49km N of Valdez, Alaska",earthquake,,0.1,,,automatic,ak,ak
2016-11-25T09:49:52.970Z,35.9943,-96.7733,5.94,2.6,mb_lg,,58,0.023,0.33,us,us10007c8q,2016-11-26T13:36:29.608Z,"1km NNW of Cushing, Oklahoma",earthquake,0.6,2.6,0.147,12,reviewed,us,us
2016-11-25T09:35:11.566Z,64.2123,-150.0774,16.9,2,ml,,,,0.71,ak,ak14418152,2016-11-25T09:45:21.804Z,"61km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T09:24:02.480Z,35.4005,-118.2226667,4.95,1.17,ml,14,140,0.1515,0.16,ci,ci37749264,2016-11-28T14:38:03.007Z,"32km SE of Bodfish, CA",earthquake,0.4,2.3,0.174,16,reviewed,ci,ci
2016-11-25T09:03:25.363Z,61.7546,-150.94,67.8,3,ml,,,,0.63,ak,ak14417336,2016-11-25T09:14:18.815Z,"47km W of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-25T08:32:15.150Z,44.3598333,-110.6638333,5.46,1.59,ml,13,80,0.07206,0.11,uu,uu60171857,2016-11-28T18:39:35.230Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.48,1.24,0.285,2,reviewed,uu,uu
2016-11-25T08:22:49.040Z,44.948,142.004,22.06,4.8,mb,,96,0.93,0.68,us,us10007c8l,2016-11-25T08:40:40.040Z,"49km SSE of Makubetsu, Japan",earthquake,7.2,5.2,0.075,55,reviewed,us,us
2016-11-25T07:48:31.790Z,13.3799,120.3854,66.68,4.5,mb,,115,8.36,0.71,us,us10007c8f,2016-11-25T09:13:30.337Z,"9km WSW of Paluan, Philippines",earthquake,13.5,7.9,0.099,30,reviewed,us,us
2016-11-25T07:32:27.450Z,35.8073333,-119.2616667,18.01,2.02,ml,25,55,0.1477,0.27,ci,ci37749216,2016-11-28T19:30:17.876Z,"4km NNW of Delano, CA",earthquake,0.51,1.07,0.213,24,reviewed,ci,ci
2016-11-25T07:30:21.300Z,36.2145,-120.3311667,10.27,1.53,md,36,130,0.08093,0.08,nc,nc72729225,2016-11-26T01:17:02.911Z,"8km NNE of Coalinga, California",earthquake,0.31,0.54,0.138,20,reviewed,nc,nc
2016-11-25T07:26:23.600Z,54.4337,160.5625,83.97,5.5,mb,,32,1.813,0.9,us,us10007c8b,2016-11-25T09:31:43.604Z,"199km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8,5.8,0.026,511,reviewed,us,us
2016-11-25T07:25:05.600Z,18.3465,-64.1635,6,2.6,Md,5,345.6,0.57761673,0.27,pr,pr16330004,2016-11-25T12:14:52.012Z,"48km E of Road Town, British Virgin Islands",earthquake,7.1,2.4,0,4,reviewed,pr,pr
2016-11-25T07:17:09.700Z,36.5511667,-121.1101667,8.91,1.27,md,9,133,0.04936,0.08,nc,nc72729215,2016-11-26T02:37:01.739Z,"23km NE of Soledad, California",earthquake,0.53,1.07,0.201,9,reviewed,nc,nc
2016-11-25T07:09:24.580Z,44.3585,-110.653,2.37,1.11,md,5,158,0.06612,0.14,uu,uu60009975,2016-11-28T22:54:08.550Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,0.92,31.61,0.239,2,reviewed,uu,uu
2016-11-25T07:07:28.910Z,44.3631667,-110.6685,1.89,1.35,md,9,102,0.07348,0.25,uu,uu60171827,2016-11-28T22:02:05.250Z,"16km SE of Old Faithful Geyser, Wyoming",earthquake,0.93,1.9,0.389,3,reviewed,uu,uu
2016-11-25T07:02:08.470Z,44.3596667,-110.6628333,4.46,1.39,ml,10,103,0.07152,0.09,uu,uu60171822,2016-11-28T18:21:05.020Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.38,0.54,0.276,2,reviewed,uu,uu
2016-11-25T06:59:48.230Z,44.3651667,-110.663,4.34,1.98,ml,14,79,0.06906,0.09,uu,uu60171817,2016-11-28T17:59:27.590Z,"16km SE of Old Faithful Geyser, Wyoming",earthquake,0.29,0.51,0.029,2,reviewed,uu,uu
2016-11-25T06:54:41.100Z,44.3536667,-110.6576667,4.07,1.28,ml,7,151,0.07162,0.07,uu,uu60009940,2016-11-28T16:06:28.560Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,0.93,0.62,0.207,2,reviewed,uu,uu
2016-11-25T06:54:28.540Z,44.358,-110.661,4.51,1.25,ml,11,104,0.07123,0.09,uu,uu60009935,2016-11-28T15:59:15.120Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.34,0.49,0.275,2,reviewed,uu,uu
2016-11-25T06:45:49.350Z,36.5481667,-121.1135,7.45,1.79,md,27,61,0.04844,0.09,nc,nc72729210,2016-11-26T01:05:01.891Z,"23km NE of Soledad, California",earthquake,0.27,0.4,0.211,23,reviewed,nc,nc
2016-11-25T06:28:02.061Z,63.1047,-150.8373,130.3,1.9,ml,,,,0.41,ak,ak14416496,2016-11-25T06:39:17.207Z,"94km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2016-11-25T06:15:32.140Z,44.3518333,-110.6601667,3.83,1.82,ml,5,168,0.07414,0.09,uu,uu60009925,2016-11-28T04:50:25.090Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,1.09,2.1,0.118,3,reviewed,uu,uu
2016-11-25T06:15:18.190Z,44.3535,-110.658,3.61,1.19,md,7,166,0.07191,0.14,uu,uu60009920,2016-11-28T04:37:02.320Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,0.95,1.65,0.482,3,reviewed,uu,uu
2016-11-25T06:14:47.070Z,44.3548333,-110.661,4.39,1.46,ml,7,145,0.07293,0.11,uu,uu60171777,2016-11-28T04:28:46.670Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.55,0.91,0.332,2,reviewed,uu,uu
2016-11-25T05:52:30.510Z,44.3475,-110.6596667,1.98,2.22,ml,11,110,0.07647,0.31,uu,uu60171762,2016-11-28T03:42:01.580Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,1.07,2.65,0.202,3,reviewed,uu,uu
2016-11-25T05:47:51.300Z,44.3493333,-110.654,3.33,2.89,ml,14,61,0.07216,0.1,uu,uu60171752,2016-11-28T01:56:18.830Z,"18km SE of Old Faithful Geyser, Wyoming",earthquake,0.24,0.64,0.232,4,reviewed,uu,uu
2016-11-25T05:41:43.490Z,12.3091,-88.2735,10,4.4,mb,,156,1.255,0.96,us,us10007c82,2016-11-25T06:52:40.040Z,"101km WSW of Jiquilillo, Nicaragua",earthquake,3.9,2,0.105,26,reviewed,us,us
2016-11-25T05:39:34.900Z,18.2283,-67.209,30,2.9,Md,16,144,0.12845909,0.05,pr,pr16330003,2016-11-25T06:06:59.515Z,"6km SSW of La Playa, Puerto Rico",earthquake,0.3,0.7,0,15,reviewed,pr,pr
2016-11-25T05:31:54.090Z,-5.9586,107.1731,250.62,4.3,mb,,49,3.422,1.01,us,us10007c7z,2016-11-25T06:07:40.040Z,"26km NNW of Rengasdengklok, Indonesia",earthquake,9.6,7.5,0.101,28,reviewed,us,us
2016-11-25T05:14:20.720Z,37.2581667,-97.8796667,3.43,1.66,ml,10,188,0.01964,0.03,ismpkansas,ismpkansas70213898,2016-11-27T03:35:11.030Z,"13km ESE of Harper, Kansas",earthquake,0.31,0.45,0.141,15,reviewed,ismp,ismp
2016-11-25T05:10:52.150Z,44.3558333,-110.6623333,3.9,2.55,ml,13,79,0.07319,0.11,uu,uu60171722,2016-11-26T01:02:17.760Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.34,0.54,0.165,3,reviewed,uu,uu
2016-11-25T04:12:33.800Z,18.2285,-67.2086,30,2.8,Md,15,144,0.12845909,0.09,pr,pr16330002,2016-11-25T04:35:36.638Z,"6km SSW of La Playa, Puerto Rico",earthquake,0.4,0.9,0,14,reviewed,pr,pr
2016-11-25T04:06:53.740Z,55.1244,164.7255,29.97,5.1,mb,,126,4.151,0.93,us,us10007c7q,2016-11-25T04:18:43.040Z,"81km W of Nikol'skoye, Russia",earthquake,9.5,6.6,0.037,235,reviewed,us,us
2016-11-25T03:50:44.010Z,47.7585,-122.457,4.85,1.38,ml,10,95,0.2308,0.29,uw,uw61219762,2016-11-25T19:25:07.659Z,"5km ENE of Indianola, Washington",earthquake,0.77,22.47,0.081,8,reviewed,uw,uw
2016-11-25T03:34:42.034Z,64.4988,-149.3679,16.4,1.1,ml,,,,0.37,ak,ak14414111,2016-11-25T03:48:48.217Z,"15km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T02:59:45.720Z,44.3541667,-110.6603333,4,2.41,ml,12,79,0.07291,0.13,uu,uu60171697,2016-11-26T00:30:55.830Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.36,0.64,0.265,2,reviewed,uu,uu
2016-11-25T02:54:00.950Z,38.8083344,-122.8174973,2.69,1.01,md,15,119,0.009142,0.01,nc,nc72729175,2016-11-25T03:09:02.720Z,"6km WNW of The Geysers, California",earthquake,0.33,0.44,0.11,6,automatic,nc,nc
2016-11-25T02:53:11.230Z,37.5468333,-121.4093333,3.78,1.1,md,12,178,0.04736,0.04,nc,nc72729180,2016-11-26T05:56:02.327Z,"21km S of Tracy, California",earthquake,0.33,0.85,0.168,14,reviewed,nc,nc
2016-11-25T02:52:10.418Z,60.471,-150.9019,42.9,1.7,ml,,,,0.52,ak,ak14414101,2016-11-25T03:04:29.959Z,"8km ESE of Soldotna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2016-11-25T02:49:28.360Z,44.355,-110.6595,4.16,2.55,ml,15,62,0.07194,0.12,uu,uu60171692,2016-11-26T00:14:59.390Z,"17km SE of Old Faithful Geyser, Wyoming",earthquake,0.25,0.49,0.276,3,reviewed,uu,uu
2016-11-25T02:40:18.130Z,12.1766,-88.9986,10,4.6,mb,,145,1.518,1.16,us,us10007c7a,2016-11-25T03:04:22.321Z,"131km SSW of Puerto El Triunfo, El Salvador",earthquake,6.8,1.8,0.045,154,reviewed,us,us
2016-11-25T02:34:47.370Z,36.4325,-120.9928333,-0.54,1.34,md,12,158,0.02258,0.16,nc,nc72729165,2016-11-26T00:48:02.126Z,"25km ENE of Greenfield, California",earthquake,0.97,0.82,0.159,11,reviewed,nc,nc
2016-11-25T02:34:35.075Z,61.5403,-146.4888,23.4,1.7,ml,,,,0.98,ak,ak14413320,2016-11-25T02:46:34.003Z,"46km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-25T02:32:09.130Z,34.1256667,-116.6943333,4.15,2.15,ml,91,24,0.09507,0.15,ci,ci37749104,2016-11-28T18:37:16.550Z,"14km NW of Morongo Valley, CA",earthquake,0.1,0.45,0.155,112,reviewed,ci,ci
2016-11-25T02:15:16.560Z,37.2571667,-97.8818333,2.92,2.41,ml,13,182,0.02067,0.05,ismpkansas,ismpkansas70213893,2016-11-27T03:22:01.150Z,"13km ESE of Harper, Kansas",earthquake,0.29,0.65,0.176,16,reviewed,ismp,ismp
2016-11-25T02:01:14.507Z,61.1889,-151.204,71,1.2,ml,,,,0.57,ak,ak14413311,2016-11-25T02:14:40.196Z,"55km N of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2016-11-25T01:47:17.754Z,62.4071,-151.0578,93.1,2.1,ml,,,,0.63,ak,ak14413302,2016-11-25T02:07:15.238Z,"49km W of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2016-11-25T01:46:28.481Z,61.6096,-149.9482,43.2,1.4,ml,,,,0.93,ak,ak14413301,2016-11-25T01:51:54.048Z,"7km WSW of Houston, Alaska",earthquake,,0.8,,,automatic,ak,ak
