time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-11-27T12:57:32.790Z,38.7871666,-122.7338333,1.23,1.9,md,20,65,0.004528,0.04,nc,nc72729970,2016-11-27T13:16:03.955Z,"2km ENE of The Geysers, California",earthquake,0.21,0.33,0.14,10,automatic,nc,nc
2016-11-27T12:54:36.700Z,32.7618333,-115.4323333,5.63,1.54,ml,13,153,0.04504,0.21,ci,ci37750976,2016-11-27T12:58:09.178Z,"7km SW of Holtville, CA",earthquake,0.89,1.05,0.194,21,automatic,ci,ci
2016-11-27T12:52:07.610Z,32.7631667,-115.4393333,3.16,1.66,ml,21,89,0.0425,0.25,ci,ci37750968,2016-11-27T12:55:36.979Z,"8km SW of Holtville, CA",earthquake,0.48,0.61,0.17,22,automatic,ci,ci
2016-11-27T12:50:16.630Z,37.3699,141.5531,9.88,4.6,mb,,135,0.784,0.57,us,us10007crb,2016-11-27T13:53:24.040Z,"50km ESE of Namie, Japan",earthquake,6.1,5,0.109,25,reviewed,us,us
2016-11-27T12:48:58.830Z,32.757,-115.4336667,7.4,2.31,ml,21,155,0.04944,0.25,ci,ci37750960,2016-11-27T12:52:35.384Z,"8km SW of Holtville, CA",earthquake,0.7,1.06,0.154,26,automatic,ci,ci
2016-11-27T12:44:50.100Z,32.7558333,-115.4335,3.98,2.06,ml,20,61,0.0506,0.23,ci,ci37750952,2016-11-27T12:48:32.617Z,"8km SW of Holtville, CA",earthquake,0.44,0.76,0.126,26,automatic,ci,ci
2016-11-27T12:42:09.840Z,32.7585,-115.4463333,3.38,2.44,ml,23,57,0.04669,0.27,ci,ci37750944,2016-11-27T12:46:01.718Z,"8km ENE of Heber, CA",earthquake,0.49,0.87,0.126,29,automatic,ci,ci
2016-11-27T12:41:15.030Z,32.7655,-115.4405,3.34,2.65,ml,24,66,0.04006,0.27,ci,ci37750936,2016-11-27T12:44:59.213Z,"8km SW of Holtville, CA",earthquake,0.51,0.85,0.139,30,automatic,ci,ci
2016-11-27T12:41:06.560Z,62.7577,-149.7931,58.6,2.2,ml,,,,0.68,ak,ak14452766,2016-11-27T12:51:55.411Z,"51km NNE of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2016-11-27T12:40:32.630Z,32.7656667,-115.4373333,11.2,3.07,ml,55,37,0.04034,0.28,ci,ci37750928,2016-11-29T00:25:00.670Z,"7km SW of Holtville, CA",earthquake,0.22,0.38,0.187,18,reviewed,ci,ci
2016-11-27T12:09:45.290Z,32.7598333,-115.4413333,6.13,1.88,ml,26,64,0.04559,0.23,ci,ci37750920,2016-11-29T00:13:33.874Z,"8km SW of Holtville, CA",earthquake,0.29,1.03,0.145,46,reviewed,ci,ci
2016-11-27T11:58:08.790Z,32.7601667,-115.437,5.59,1.63,ml,14,90,0.04578,0.17,ci,ci37750912,2016-11-27T12:01:58.044Z,"8km SW of Holtville, CA",earthquake,0.42,0.73,0.165,18,automatic,ci,ci
2016-11-27T11:53:40.200Z,32.763,-115.4296667,7.58,1.75,ml,24,69,0.0446,0.23,ci,ci37750904,2016-11-29T01:35:20.602Z,"7km SW of Holtville, CA",earthquake,0.37,0.63,0.178,33,reviewed,ci,ci
2016-11-27T11:28:00.900Z,40.7886658,-122.1728363,15.14,1.94,md,12,109,0.1014,0.07,nc,nc72729955,2016-11-27T11:52:02.744Z,"17km NNE of Bella Vista, California",earthquake,0.56,0.85,0.31,7,automatic,nc,nc
2016-11-27T11:11:10.431Z,63.1963,-150.3978,122.3,2.3,ml,,,,0.24,ak,ak14451761,2016-11-27T11:23:53.346Z,"75km WSW of Cantwell, Alaska",earthquake,,1.1,,,automatic,ak,ak
2016-11-27T10:57:15.720Z,37.605,-118.8835,1.3,1.01,md,19,136,0.02148,0.03,nc,nc72729945,2016-11-28T19:36:02.683Z,"9km ESE of Mammoth Lakes, California",earthquake,0.37,0.38,0.352,15,reviewed,nc,nc
2016-11-27T10:47:10.871Z,37.6189,-116.8091,10.1,1.3,ml,13,162.56,0.44,0.16,nn,nn00567767,2016-11-27T15:11:29.939Z,"38km ESE of Goldfield, Nevada",earthquake,,4.2,0.3,9,reviewed,nn,nn
2016-11-27T10:38:20.200Z,32.7691667,-115.4373333,5.91,2,ml,17,150,0.03692,0.2,ci,ci37750896,2016-11-27T10:41:59.302Z,"7km SW of Holtville, CA",earthquake,0.54,0.79,0.161,28,automatic,ci,ci
2016-11-27T10:37:44.160Z,34.0163333,-116.8808333,8.79,1.17,ml,35,63,0.05921,0.21,ci,ci37750888,2016-11-28T14:22:49.130Z,"10km N of Banning, CA",earthquake,0.32,0.78,0.153,28,reviewed,ci,ci
2016-11-27T10:37:06.510Z,64.2378,-149.8204,21.6,1.7,ml,,,,0.7,ak,ak14451754,2016-11-27T10:48:53.969Z,"51km SW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-27T10:30:24.820Z,19.4106674,-155.2838287,2.28,2.18,ml,19,70,0.003061,0.13,hv,hv61497621,2016-11-27T10:36:04.520Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.3,0.27,5,automatic,hv,hv
2016-11-27T10:24:15.570Z,35.8086667,-119.7811667,11.37,1.98,md,40,180,0.218,0.12,nc,nc72729940,2016-11-29T01:41:02.014Z,"22km NNW of Lost Hills, California",earthquake,0.44,1.17,0.111,23,reviewed,nc,nc
2016-11-27T10:20:30.532Z,64.9131,-149.1254,21.8,2,ml,,,,0.45,ak,ak14451747,2016-11-27T10:32:59.526Z,"37km N of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2016-11-27T10:08:02.687Z,38.3255,-118.1404,10.2,1.1,ml,9,95.41,0.108,0.1125,nn,nn00567764,2016-11-27T15:05:05.677Z,"47km ESE of Hawthorne, Nevada",earthquake,,4,0.25,5,reviewed,nn,nn
2016-11-27T10:06:33.400Z,19.3693,-65.9906,64,3.1,Md,6,273.6,1.09863959,0.1,pr,pr16332000,2016-11-27T11:24:55.059Z,"100km N of San Juan, Puerto Rico",earthquake,1.9,5,0,5,reviewed,pr,pr
2016-11-27T09:53:42.789Z,65.0597,-149.0651,9.3,1.6,ml,,,,1.13,ak,ak14450755,2016-11-27T10:05:32.204Z,"53km N of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2016-11-27T09:52:19.499Z,64.9881,-149.0817,11.2,1.6,ml,,,,0.85,ak,ak14450754,2016-11-27T09:58:19.869Z,"45km N of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-27T09:44:12.160Z,38.8190002,-122.8154984,3,1.05,md,8,145,0.0061,0.02,nc,nc72729925,2016-11-27T10:00:03.429Z,"6km NW of The Geysers, California",earthquake,0.91,0.64,0.07,3,automatic,nc,nc
2016-11-27T09:33:04.270Z,37.5586667,-118.8625,2.92,1.25,md,24,113,0.04104,0.07,nc,nc72729920,2016-11-28T19:16:02.904Z,"13km SE of Mammoth Lakes, California",earthquake,0.29,0.6,0.211,18,reviewed,nc,nc
2016-11-27T09:30:56.300Z,32.77,-115.4365,8.22,1.92,ml,17,62,0.03627,0.22,ci,ci37750872,2016-11-27T09:34:33.537Z,"7km SW of Holtville, CA",earthquake,0.55,1.16,0.186,28,automatic,ci,ci
2016-11-27T09:20:58.450Z,32.7738333,-115.439,7.72,2.22,ml,21,61,0.03208,0.25,ci,ci37750864,2016-11-27T09:24:44.254Z,"7km SW of Holtville, CA",earthquake,0.51,0.96,0.149,26,automatic,ci,ci
2016-11-27T09:12:39.060Z,-3.0222,136.8556,35,4.8,mb,,95,4.601,0.84,us,us10007cq1,2016-11-27T09:41:45.040Z,"113km NNE of Enarotali, Indonesia",earthquake,10.4,2,0.1,31,reviewed,us,us
2016-11-27T09:07:44.260Z,37.4724998,-121.777832,5.7,1.61,md,13,116,0.02847,0.03,nc,nc72729915,2016-11-27T09:35:02.379Z,"10km NNE of East Foothills, California",earthquake,0.32,0.53,0.1,11,automatic,nc,nc
2016-11-27T09:01:26.940Z,40.4635,-121.5498333,2.99,1.49,md,10,105,0.02426,0.05,nc,nc72729910,2016-11-28T17:48:01.511Z,"28km E of Shingletown, California",earthquake,0.41,0.42,0.183,10,reviewed,nc,nc
2016-11-27T08:58:01.200Z,19.1843338,-155.4884949,35.19,2.45,md,55,81,0.03807,0.12,hv,hv61497521,2016-11-27T09:01:19.850Z,"2km SSW of Pahala, Hawaii",earthquake,0.41,0.71,0.15,31,automatic,hv,hv
2016-11-27T08:56:14.020Z,38.8208351,-122.8131638,2.84,1.79,md,26,69,0.003516,0.02,nc,nc72729905,2016-11-27T09:12:01.330Z,"6km NW of The Geysers, California",earthquake,0.2,0.4,0.23,9,automatic,nc,nc
2016-11-27T08:56:00.170Z,19.1751671,-155.4726715,36.09,2.03,md,45,88,0.02204,0.17,hv,hv61497446,2016-11-27T08:59:11.800Z,"3km SSE of Pahala, Hawaii",earthquake,0.66,0.92,0.13,8,automatic,hv,hv
2016-11-27T08:42:16.550Z,-41.7472,174.2409,14.85,4.8,mb,,96,0.02,0.82,us,us10007cpq,2016-11-27T10:20:03.718Z,"35km SE of Blenheim, New Zealand",earthquake,1.7,4.1,0.128,19,reviewed,us,us
2016-11-27T08:33:54.890Z,33.6825,-116.7038333,16.09,1.26,ml,43,35,0.02986,0.18,ci,ci37750856,2016-11-28T14:22:53.490Z,"6km SSE of Idyllwild, CA",earthquake,0.27,0.39,0.229,27,reviewed,ci,ci
2016-11-27T08:31:11.240Z,-40.8876,174.6679,52.97,4.3,mb,,60,0.421,1.01,us,us10007cpp,2016-11-27T17:18:22.109Z,"29km W of Paraparaumu, New Zealand",earthquake,3.8,8.2,0.153,12,reviewed,us,us
2016-11-27T08:24:36.050Z,38.821167,-122.8125,2.67,1.32,md,20,84,0.002922,0.02,nc,nc72729895,2016-11-27T08:40:02.242Z,"6km NW of The Geysers, California",earthquake,0.25,0.5,0.11,5,automatic,nc,nc
2016-11-27T08:11:29.213Z,60.6839,-152.1766,87.1,1.8,ml,,,,0.68,ak,ak14449756,2016-11-27T08:19:05.529Z,"38km NE of Redoubt Volcano, Alaska",earthquake,,1.5,,,automatic,ak,ak
2016-11-27T08:06:49.809Z,60.5969,-151.5541,55.5,3.2,ml,,,,0.75,ak,ak14449745,2016-11-27T08:26:17.583Z,"16km WNW of Kenai, Alaska",earthquake,,0.6,,,automatic,ak,ak
2016-11-27T07:46:38.360Z,32.7698333,-115.4398333,5.48,2.09,ml,16,71,0.03587,0.22,ci,ci37750840,2016-11-27T07:50:25.706Z,"7km SW of Holtville, CA",earthquake,0.48,0.91,0.129,29,automatic,ci,ci
2016-11-27T07:45:49.020Z,32.772,-115.4333333,7.27,2.34,ml,17,150,0.03511,0.22,ci,ci37750832,2016-11-27T07:49:25.354Z,"7km SW of Holtville, CA",earthquake,0.59,0.87,0.141,28,automatic,ci,ci
2016-11-27T07:45:05.450Z,32.7753333,-115.4365,11.91,2.76,ml,39,67,0.03113,0.25,ci,ci37750824,2016-11-29T01:31:48.640Z,"7km SW of Holtville, CA",earthquake,0.3,0.4,0.171,24,reviewed,ci,ci
2016-11-27T07:44:23.520Z,32.7571667,-115.4326667,6.99,1.9,ml,16,155,0.04947,0.23,ci,ci37750816,2016-11-27T07:48:06.300Z,"8km SW of Holtville, CA",earthquake,0.7,1.28,0.166,28,automatic,ci,ci
2016-11-27T07:42:01.270Z,32.7661667,-115.4351667,9.7,2.89,ml,33,60,0.04025,0.22,ci,ci37750808,2016-11-29T00:59:24.110Z,"7km SW of Holtville, CA",earthquake,0.28,0.66,0.222,24,reviewed,ci,ci
2016-11-27T07:37:50.830Z,44.8613333,-111.4936667,7.11,1.52,ml,26,52,0.055,0.17,mb,mb80191099,2016-11-27T19:38:30.560Z,"37km NW of West Yellowstone, Montana",earthquake,0.37,0.55,0.19,8,reviewed,mb,mb
2016-11-27T07:25:55.060Z,40.469,-121.547,3.09,1.09,md,8,108,0.0226,0.04,nc,nc72729885,2016-11-28T17:14:22.310Z,"29km E of Shingletown, California",earthquake,0.55,0.33,0.059,7,reviewed,nc,nc
2016-11-27T07:15:10.600Z,39.4831657,-121.9988327,1.72,1.62,md,7,134,0.2406,0.1,nc,nc72729880,2016-11-27T07:33:03.064Z,"17km ESE of Willows, California",earthquake,0.88,11.63,0.28,3,automatic,nc,nc
2016-11-27T07:07:46.890Z,37.6288338,-122.4733353,8.02,1.8,md,19,135,0.008427,0.03,nc,nc72729875,2016-11-27T07:23:02.036Z,"2km NE of Pacifica, California",earthquake,0.33,0.42,0.24,13,automatic,nc,nc
2016-11-27T06:52:32.710Z,32.774,-115.4411667,8.18,1.63,ml,14,87,0.03159,0.16,ci,ci37750656,2016-11-27T06:56:14.487Z,"7km SW of Holtville, CA",earthquake,0.51,0.97,0.124,23,automatic,ci,ci
2016-11-27T06:51:11.060Z,19.3815002,-155.2813263,2.57,1.88,ml,22,83,0.005019,0.11,hv,hv61497236,2016-11-27T06:56:52.930Z,"7km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.05,3,automatic,hv,hv
2016-11-27T06:49:33.510Z,-17.9597,-178.4401,593.84,4.9,mb,,74,3.347,0.82,us,us10007cp1,2016-11-27T07:05:36.040Z,"287km SE of Lambasa, Fiji",earthquake,11.1,8.5,0.041,191,reviewed,us,us
2016-11-27T06:31:15.320Z,44.7325,-110.7681667,5.15,1.63,ml,14,140,0.04634,0.15,uu,uu60171997,2016-11-28T18:14:53.210Z,"27km ENE of West Yellowstone, Montana",earthquake,0.47,1.51,0.221,4,reviewed,uu,uu
2016-11-27T06:27:36.320Z,37.6268333,-122.4781667,7.67,1.22,md,16,138,0.01068,0.07,nc,nc72729870,2016-11-29T01:30:02.979Z,"1km NNE of Pacifica, California",earthquake,0.48,0.26,0.157,10,reviewed,nc,nc
2016-11-27T06:23:28.360Z,38.8305016,-122.777832,9.25,1.28,md,10,152,0.01213,0.16,nc,nc72729865,2016-11-27T06:53:01.951Z,"4km W of Cobb, California",earthquake,1.54,2.98,0.25,4,automatic,nc,nc
2016-11-27T06:19:47.370Z,37.6281662,-122.4725037,8.06,1.59,md,12,139,0.009196,0.03,nc,nc72729860,2016-11-27T06:42:01.930Z,"2km NE of Pacifica, California",earthquake,0.43,0.56,0.16,8,automatic,nc,nc
2016-11-27T06:17:06.110Z,45.4428333,-111.8346667,4.73,1,md,10,127,0.211,0.16,mb,mb80191074,2016-11-28T15:41:03.510Z,"18km NNE of Virginia City, Montana",earthquake,0.51,8.44,0.242,6,reviewed,mb,mb
2016-11-27T06:16:58.270Z,19.3575001,-155.1123352,4.77,1.96,md,45,140,0.02829,0.31,hv,hv61497221,2016-11-27T06:20:32.170Z,"15km ESE of Volcano, Hawaii",earthquake,0.58,0.89,0.21,13,automatic,hv,hv
2016-11-27T06:11:01.450Z,-19.5788,-175.101,59.6,5.1,mb,,37,4.911,1.12,us,us10007cnw,2016-11-27T06:32:13.040Z,"82km WNW of Pangai, Tonga",earthquake,9.9,4.2,0.045,161,reviewed,us,us
2016-11-27T05:59:50.520Z,35.6378333,-84.3175,13.92,1.64,md,10,80,0.1046,0.05,se,se60031903,2016-11-27T14:01:56.940Z,"8km NW of Vonore, Tennessee",earthquake,0.25,0.77,0.103,7,reviewed,se,se
2016-11-27T05:41:52.750Z,2.004,121.0377,38.68,4.4,mb,,98,0.923,0.69,us,us10007cns,2016-11-27T06:33:00.040Z,"102km NNW of Kali, Indonesia",earthquake,4.8,8.8,0.123,19,reviewed,us,us
2016-11-27T05:36:21.560Z,46.9003333,-112.5356667,10.44,1.7,ml,22,112,0.183,0.17,mb,mb80191069,2016-11-27T19:59:06.650Z,"12km ESE of Lincoln, Montana",earthquake,0.45,0.79,0.05,2,reviewed,mb,mb
2016-11-27T05:32:11.776Z,64.2129,-150.0405,15.4,1.6,ml,,,,0.7,ak,ak14447768,2016-11-27T05:43:37.078Z,"60km SW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-27T05:17:15.140Z,37.3011665,-121.6735001,6.23,1.51,md,14,133,0.04733,0.02,nc,nc72729840,2016-11-27T05:43:01.754Z,"14km E of Seven Trees, California",earthquake,0.24,0.54,0.18,11,automatic,nc,nc
2016-11-27T05:16:27.960Z,37.3025017,-121.675499,6.28,1.91,md,19,83,0.04707,0.02,nc,nc72729835,2016-11-27T05:32:02.731Z,"14km E of Seven Trees, California",earthquake,0.16,0.4,0.13,17,automatic,nc,nc
2016-11-27T05:12:15.680Z,36.1237,-97.0742,5.22,2.1,mb_lg,,39,0.135,0.16,us,us10007cnl,2016-11-28T02:29:19.249Z,"1km WNW of Stillwater, Oklahoma",earthquake,0.6,3.4,0.228,5,reviewed,us,us
2016-11-27T05:06:43.470Z,39.3407,74.0156,10,4.5,mb,,88,1.718,1.35,us,us10007cnj,2016-11-27T06:04:36.040Z,"54km NE of Karakul, Tajikistan",earthquake,6.9,1.9,0.112,23,reviewed,us,us
2016-11-27T04:38:49.570Z,37.4548333,-118.8411667,6.27,1.19,md,29,135,0.1353,0.04,nc,nc72729830,2016-11-28T19:10:02.889Z,"24km SSE of Mammoth Lakes, California",earthquake,0.23,1.39,0.241,22,reviewed,nc,nc
2016-11-27T04:22:40.340Z,48.537,-121.8416667,0.69,1.46,ml,6,94,0.2349,0.22,uw,uw61220067,2016-11-27T18:00:57.860Z,"18km WNW of Rockport, Washington",earthquake,0.54,1.98,0.11,4,reviewed,uw,uw
2016-11-27T03:38:28.510Z,57.0959,-155.3071,63.5,2.5,ml,,,,0.3,ak,ak14447760,2016-11-27T03:47:17.300Z,"94km WSW of Larsen Bay, Alaska",earthquake,,4.2,,,automatic,ak,ak
2016-11-27T02:59:00.560Z,19.3361664,-155.1775055,3.88,2.37,ml,48,83,0.04375,0.21,hv,hv61497021,2016-11-27T03:04:41.060Z,"12km SSE of Volcano, Hawaii",earthquake,0.32,0.73,0.21,9,automatic,hv,hv
2016-11-27T02:56:25.660Z,32.7771667,-115.4475,7.7,1.77,ml,12,158,0.02808,0.18,ci,ci37750624,2016-11-28T20:39:20.617Z,"7km WSW of Holtville, CA",earthquake,0.61,0.61,0.137,12,reviewed,ci,ci
2016-11-27T02:37:34.711Z,37.2796,-117.5719,7.9,1,ml,12,159.48,0.075,0.1636,nn,nn00567752,2016-11-27T04:52:22.526Z,"56km SSW of Goldfield, Nevada",earthquake,,2,0.18,9,reviewed,nn,nn
2016-11-27T02:05:14.841Z,60.8813,-152.3747,13.8,1.5,ml,,,,0.2,ak,ak14447754,2016-11-27T02:24:07.178Z,"48km NNE of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-27T02:00:06.950Z,33.7808333,-116.1198333,6.28,1.17,ml,25,106,0.08617,0.22,ci,ci37750528,2016-11-28T14:23:08.135Z,"11km NE of Indio, CA",earthquake,0.31,1.49,0.103,29,reviewed,ci,ci
2016-11-27T01:37:12.160Z,37.9324989,-122.3073349,4.78,1.76,md,15,74,0.02482,0.08,nc,nc72729815,2016-11-27T01:53:02.138Z,"1km NNE of El Cerrito, California",earthquake,0.26,0.6,0.14,14,automatic,nc,nc
2016-11-27T01:01:20.810Z,38.8085,-122.8118333,1.35,2.03,md,51,45,0.01293,0.07,nc,nc72729800,2016-11-28T22:11:02.877Z,"5km NW of The Geysers, California",earthquake,0.11,0.2,0.136,23,reviewed,nc,nc
2016-11-27T00:54:55.990Z,-30.366,-72.3118,10,4.5,mwr,,93,0.659,0.96,us,us10007cmq,2016-11-27T01:45:26.648Z,"103km WSW of Coquimbo, Chile",earthquake,5.1,1.9,0.04,60,reviewed,us,us
2016-11-27T00:36:40.987Z,38.7055,-119.5275,7.6,1.4,ml,5,140.29,0.213,0.2223,nn,nn00567755,2016-11-27T04:42:30.218Z,"18km WSW of Smith Valley, Nevada",earthquake,,11.8,0.72,3,reviewed,nn,nn
2016-11-27T00:36:15.555Z,62.1198,-151.2044,74.9,2,ml,,,,0.49,ak,ak14445796,2016-11-27T00:48:43.945Z,"61km WSW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2016-11-27T00:18:38.120Z,-37.1256,179.0434,10,5.1,mb,,130,0.731,1.55,us,us10007cmc,2016-11-27T08:42:33.024Z,"188km NE of Opotiki, New Zealand",earthquake,11.1,1.9,0.088,42,reviewed,us,us
2016-11-27T00:15:15.977Z,62.0145,-151.408,80.9,2.5,ml,,,,0.42,ak,ak14445790,2016-11-27T00:34:19.762Z,"75km WSW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2016-11-27T00:01:49.770Z,40.4668333,-121.5493333,3.63,1.39,md,10,104,0.02402,0.05,nc,nc72729790,2016-11-28T17:38:01.493Z,"28km E of Shingletown, California",earthquake,0.32,0.63,0.14,9,reviewed,nc,nc
2016-11-26T23:51:47.716Z,59.4366,-134.6451,11.6,1.2,ml,,,,0.71,ak,ak14445789,2016-11-27T04:33:59.787Z,"38km E of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2016-11-26T23:51:44.650Z,32.7761667,-115.4445,8.53,2.15,ml,17,66,0.02914,0.18,ci,ci37750520,2016-11-28T20:36:32.552Z,"7km WSW of Holtville, CA",earthquake,0.41,0.79,0.143,29,reviewed,ci,ci
2016-11-26T23:32:56.300Z,18.0799,-65.6272,12,2,Md,5,208.8,0.07276354,0.15,pr,pr16331011,2016-11-27T03:33:36.671Z,"15km SE of Punta Santiago, Puerto Rico",earthquake,1.3,0.5,0,5,reviewed,pr,pr
2016-11-26T23:27:58.309Z,51.4955,-176.1693,35.1,3.9,ml,,,,0.45,ak,ak14444814,2016-11-27T04:20:46.200Z,"54km SE of Adak, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2016-11-26T23:26:39.390Z,38.821,-122.9401667,0.42,1.53,md,29,80,0.01013,0.06,nc,nc72729775,2016-11-29T05:30:02.603Z,"6km ENE of Cloverdale, California",earthquake,0.19,0.29,0.241,9,reviewed,nc,nc
2016-11-26T23:06:04.129Z,60.2351,-147.1124,31.6,2.2,ml,,,,0.65,ak,ak14444809,2016-11-26T23:20:07.752Z,"82km WSW of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2016-11-26T23:03:56.090Z,-0.3139,132.5312,10,4.4,mb,,171,2.603,0.92,us,us10007cm2,2016-11-26T23:21:34.040Z,"155km ENE of Sorong, Indonesia",earthquake,10.7,1.9,0.139,15,reviewed,us,us
2016-11-26T23:00:47.220Z,64.9702,-147.4455,0,1.5,ml,,,,0.73,ak,ak14444807,2016-11-26T23:13:26.381Z,"19km NE of Fairbanks, Alaska",earthquake,,0.5,,,automatic,ak,ak
2016-11-26T22:41:41.450Z,36.0791667,-117.6253333,2.21,1.82,ml,15,74,0.1125,0.12,ci,ci37750512,2016-11-28T14:24:01.300Z,"29km E of Coso Junction, CA",earthquake,0.24,0.67,0.183,27,reviewed,ci,ci
2016-11-26T22:36:54.874Z,37.292,-117.5859,4.9,1.3,ml,17,149.4,0.076,0.1262,nn,nn00567737,2016-11-27T00:55:05.353Z,"55km SW of Goldfield, Nevada",earthquake,,1.6,0.16,11,reviewed,nn,nn
2016-11-26T22:01:58.590Z,44.7258333,-110.7548333,8.54,1.34,ml,8,179,0.05492,0.06,uu,uu60171972,2016-11-28T21:46:37.070Z,"28km ENE of West Yellowstone, Montana",earthquake,0.7,1.07,0.242,3,reviewed,uu,uu
2016-11-26T21:49:38.690Z,44.7576667,-110.6708333,23.08,1.16,ml,9,210,0.04258,0.19,uu,uu60171967,2016-11-28T21:59:28.860Z,"35km ENE of West Yellowstone, Montana",earthquake,2.12,2.11,0.373,2,reviewed,uu,uu
2016-11-26T21:47:52.130Z,38.7493333,-122.7245,1.31,1.11,md,20,84,0.01224,0.08,nc,nc72729760,2016-11-29T04:57:03.503Z,"4km SE of The Geysers, California",earthquake,0.26,0.5,0.157,6,reviewed,nc,nc
2016-11-26T21:24:21.533Z,62.179,-149.9997,14.2,1.8,ml,,,,0.62,ak,ak14443835,2016-11-26T21:38:23.424Z,"8km WNW of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2016-11-26T20:58:35.280Z,-31.5428,-68.6738,105.18,4.6,mb,,31,0.009,0.96,us,us10007clr,2016-11-26T22:43:14.703Z,"5km E of Zonda, Argentina",earthquake,5.9,6.6,0.09,37,reviewed,us,us
2016-11-26T20:47:47.845Z,61.5471,-149.9011,49.9,1.3,ml,,,,0.81,ak,ak14442866,2016-11-26T21:00:57.933Z,"4km NE of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2016-11-26T20:43:50.090Z,13.7418,-90.4905,57.13,4.3,mb,,171,1.224,0.87,us,us10007clm,2016-11-26T23:33:20.040Z,"31km SE of Iztapa, Guatemala",earthquake,7.1,13.7,0.094,32,reviewed,us,us
2016-11-26T20:40:33.060Z,32.7613333,-116.179,2.74,1.68,ml,33,78,0.07534,0.27,ci,ci37750464,2016-11-26T20:51:51.620Z,"18km W of Ocotillo, CA",earthquake,0.4,0.88,0.159,28,automatic,ci,ci
2016-11-26T20:38:46.600Z,36.004,-117.8065,1.99,1.3,ml,11,73,0.02155,0.07,ci,ci37750456,2016-11-28T14:23:36.670Z,"12km NE of Little Lake, CA",earthquake,0.16,0.17,0.145,19,reviewed,ci,ci
2016-11-26T20:30:01.720Z,13.967,-90.2512,105.08,4.8,mb,,122,0.964,0.97,us,us10007cli,2016-11-27T02:11:20.181Z,"4km WSW of Pasaco, Guatemala",earthquake,7.5,8.2,0.1,31,reviewed,us,us
2016-11-26T20:21:57.600Z,19.3773,-67.0664,48,3.1,Md,3,334.8,1.19475933,0.34,pr,pr16331010,2016-11-27T00:59:00.000Z,"97km N of Isabela, Puerto Rico",earthquake,5.8,27.1,0,2,reviewed,pr,pr
2016-11-26T19:50:08.482Z,60.38,-148.2979,3.8,3.1,ml,,,,0.52,ak,ak14442854,2016-11-27T04:00:00.668Z,"48km SSE of Whittier, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2016-11-26T19:46:43.270Z,39.064,74.4217,10,4.4,mb,,66,2.636,1.25,us,us10007clc,2016-11-26T23:02:46.040Z,"75km E of Karakul, Tajikistan",earthquake,5.5,1.9,0.105,26,reviewed,us,us
2016-11-26T19:32:39.100Z,5.5311,-73.9937,126.01,4.3,mb,,53,0.755,0.86,us,us10007cl9,2016-11-26T22:47:33.040Z,"2km SE of Maripi, Colombia",earthquake,8.4,6.7,0.091,34,reviewed,us,us
2016-11-26T19:23:52.400Z,18.1844,-66.4415,85,2.8,Md,14,104.4,0.16888327,0.2,pr,pr16331009,2016-11-27T00:02:37.767Z,"8km NE of Villalba, Puerto Rico",earthquake,1.2,0.9,0,8,reviewed,pr,pr
2016-11-26T19:14:56.092Z,60.0178,-139.287,9.5,2.3,ml,,,,0.72,ak,ak14442848,2016-11-26T19:33:35.288Z,"57km NNE of Yakutat, Alaska",earthquake,,0.1,,,automatic,ak,ak
2016-11-26T19:06:31.010Z,38.8286667,-122.8054962,1.36,1.13,md,12,153,0.01532,0.02,nc,nc72729750,2016-11-26T19:48:02.648Z,"7km W of Cobb, California",earthquake,0.32,0.5,0.07,5,automatic,nc,nc
2016-11-26T18:52:24.610Z,38.829,-122.7988333,1.62,1.07,md,30,58,0.02117,0.04,nc,nc72729740,2016-11-29T02:27:04.132Z,"6km W of Cobb, California",earthquake,0.18,0.29,0.111,9,reviewed,nc,nc
2016-11-26T18:37:01.700Z,19.1912,-64.5323,24,2.2,Md,3,331.2,0.88484055,0.12,pr,pr16331008,2016-11-26T19:58:52.085Z,"86km N of Road Town, British Virgin Islands",earthquake,1.7,13.4,0,2,reviewed,pr,pr
